id,artist,review_ids
5067,nad navillus,['5727']
5068,nada surf,"['16187', '5696', '5693', '5692']"
5069,nadastrom,"['20808', '20128']"
5070,nadia reid,['21297']
5071,nadine shah,"['20452', '18290']"
5072,nadja,"['17317', '14743', '13026', '11668', '11632', '9997', '5924']"
5073,nagisa ni te,"['12273', '5700', '5699', '5697', '5698']"
5074,nai harvest,['20445']
5075,nails,"['21982', '17784']"
5076,naked city,['5911']
5077,naked on the vague,"['14266', '11342']"
5078,nalle,['11597']
5079,namelessnumberheadman,"['10461', '5900']"
5080,namie amuro,['20730']
5081,nancy wallace,['12757']
5082,nao,"['22163', '20620']"
5083,naomi punk,"['19554', '17248']"
5084,naomi shelton & the gospel queens,['19528']
5085,nap eyes,"['21451', '20718']"
5086,napalm death,"['20116', '10633']"
5087,napolian,['19367']
5088,nas,"['17497', '16832', '14265', '12002', '10896', '9729', '5711', '5710', '5709']"
5089,nat baldwin,"['19324', '15481', '11489', '1177']"
5090,natalie prass,"['21275', '20088']"
5091,natasha kmeto,"['21072', '18223']"
5092,nate denver's neck,['5715']
5093,nate ruess,['20717']
5094,nate ruth,['6881']
5095,nate wooley,['22002']
5096,nate young,['16123']
5097,nathan bowles,"['22279', '19919']"
5098,nathan fake,"['16966', '13043', '3360']"
5099,nathan michel,"['5264', '5263', '5262']"
5100,nation of ulysses,['5716']
5101,national eye,['5885']
5102,nationale blue,['5725']
5103,nations by the river,['5918']
5104,native,['14047']
5105,natural dreamers,['5899']
5106,natural information society,['20959']
5107,ne-yo,['20228']
5108,ned doheny,['19416']
5109,nedelle & thom,['5904']
5110,need new body,"['5734', '5732', '5733']"
5111,nef the pharaoh,['21255']
5112,negative scanner,['20736']
5113,negativland,"['5740', '5739', '5738', '5735']"
5114,nehruviandoom,['19809']
5115,neil diamond,['2630']
5116,neil finn,['19028']
5117,neil halstead,"['17036', '12549', '3721']"
5118,neil hamburger,['3723']
5119,neil michael hagerty,"['3703', '3701', '3702']"
5120,neil perry,['5882']
5121,neil young,"['22654', '22343', '22053', '21973', '20643', '19969', '19295', '18757', '17213', '16684', '15535', '14684', '13771', '13708', '13164', '12497', '10792', '9984', '9687', '8856', '8855', '8854', '11868']"
5122,neko case,"['18451', '12729', '11628', '9745', '1325', '1324', '1323']"
5123,nellie mckay,"['14698', '13635', '10735', '9558', '5582']"
5124,nelly furtado,['9136']
5125,nels cline,"['22188', '12776', '1509']"
5126,neneh cherry,"['19017', '16756']"
5127,neon blonde,['5921']
5128,neon hunk,['5744']
5129,neon indian,"['21041', '15817', '15286', '13510']"
5130,neon neon,"['17932', '11267']"
5131,neotropic,['5747']
5132,neptune,"['11417', '5901']"
5133,nervous cop,['5884']
5134,neu!,"['14475', '5756', '5757', '5754']"
5135,neurosis,"['22476', '17206', '14613', '10316', '5903']"
5136,neutral milk hotel,"['16160', '5758', '5759']"
5137,neva dinova,"['14035', '11491', '5912']"
5138,nevermen,['21449']
5139,new age steppers,['19299']
5140,new bloods,['11413']
5141,new buffalo,"['10647', '5919']"
5142,new build,['16404']
5143,new bums,['19008']
5144,new end original,['5764']
5145,new flesh,['5765']
5146,new order,"['21036', '18246', '17532', '12418', '5770', '5769', '5767']"
5147,new radiant storm king,"['5776', '5774']"
5148,new wet kojak,"['5778', '5779']"
5149,new york dolls,['9325']
5150,new young pony club,"['14061', '10471', '9836']"
5151,nguzunguzu,"['19065', '18710', '16803', '15660', '15395']"
5152,nice as fuck,['22081']
5153,nice device,['5902']
5154,nice nice,['14072']
5155,nicholas szczepanik,['15689']
5156,nick castro and the poison tree,['1813']
5157,nick castro and the young elders,['9149']
5158,nick catchdubs,['16316']
5159,nick cave & the bad seeds,"['22336', '18760', '17618', '16884', '15476', '12949', '11375', '10066', '1372', '11700', '1366']"
5160,nick cave and warren ellis,"['13505', '11121', '1373']"
5161,nick diamonds,"['20623', '15752']"
5162,nick drake,"['18793', '10895', '10391', '2446', '2445']"
5163,nick fort,['3258']
5164,nick hook,['22683']
5165,nick jonas,['22040']
5166,nick lowe,"['15236', '12805', '11183', '10399']"
5167,nick oliveri,['13567']
5168,nickel eye,['12639']
5169,nicki minaj,"['20058', '16471', '14898']"
5170,nico,"['9957', '6737']"
5171,nico muhly,"['17448', '14914', '12070']"
5172,nicolai dunger,"['11720', '2481', '2479', '2480']"
5173,nicolas jaar,"['22444', '20791', '15122']"
5174,nicolay,"['20637', '9503', '5920']"
5175,nicolay & kay,['11944']
5176,nicole dollanganger,['21079']
5177,nicole willis & the soul investigators,['10418']
5178,nidingr,['17453']
5179,night beds,"['20867', '17656']"
5180,night canopy,['10247']
5181,night control,['13039']
5182,night moves,['17230']
5183,nightfell,['19106']
5184,nightlands,"['17512', '14859']"
5185,nightmares on wax,"['12172', '5795', '5793', '5794']"
5186,nihill,['17063']
5187,niia x the range,['20039']
5188,nik freitas,['11523']
5189,niki and the dove,"['21688', '16758']"
5190,nikki sudden,['9547']
5191,nils frahm,"['22086', '20671', '20471', '18949', '14227']"
5192,nimrod workman,['12711']
5193,nina kraviz,['18832']
5194,nina nastasia,"['14393', '9478', '5714', '5712', '5713']"
5195,nina nastasia & jim white,['10530']
5196,nina persson,['18986']
5197,nina simone,"['22159', '12516', '9749']"
5198,nina sky,['17051']
5199,nine horses,['5925']
5200,nine inch nails,"['22718', '18443', '14890', '11503', '11289', '11008', '10125', '5805', '5804', '5803', '5802', '5798', '5799']"
5201,ninja high school,['5922']
5202,ninjasonik,['14420']
5203,niobe,['9532']
5204,nirvana,"['18517', '16162', '15854', '13686', '5812', '5811', '5810']"
5205,nisennenmondai,"['21626', '13367', '12400']"
5206,nite fields,['20106']
5207,nite jewel,"['21974', '16347', '14525', '12888']"
5208,nite-funk,['22091']
5209,nmperign,['13776']
5210,no age,"['18325', '14688', '13516', '11449', '10330']"
5211,no bra,['9819']
5212,no joy,"['22194', '20673', '18707', '17916', '16792', '14929']"
5213,no kids,['11217']
5214,no knife,['5815']
5215,no neck blues band,['12641']
5216,no wait wait,['5916']
5217,no-neck blues band,"['10142', '5818', '5817', '5816']"
5218,no-neck blues band and embryo,['5819']
5219,no. 2,['5813']
5220,no. 9,['5894']
5221,noah and the whale,"['18196', '15192', '13621', '12248']"
5222,noah georgeson,['9813']
5223,nobody,"['18302', '5914']"
5224,nobukazu takemura,"['7918', '7923', '7917', '7921', '7919', '7922', '7920']"
5225,nocando,['19113']
5226,nocturnal poisoning,['19800']
5227,nod,['5823']
5228,nodzzz,"['15408', '12598']"
5229,noel gallagher,['13082']
5230,noel gallagher's high flying birds,"['20179', '15944']"
5231,nofx,"['9054', '5824']"
5232,noise for pretend,['5826']
5233,noisem,"['20603', '18233']"
5234,noisettes,"['13212', '10107']"
5235,nomo,"['12945', '11966', '9064', '5915']"
5236,non,"['5830', '5829', '5827']"
5237,non phixion,"['5832', '5831']"
5238,non-prophets,['5883']
5239,noname,['22218']
5240,nonkeen,['21530']
5241,nonono,['19524']
5242,norah jones,['22307']
5243,norfolk & western,"['9646', '5891', '5890', '5889']"
5244,norm macdonald,['15587']
5245,norman,['5837']
5246,nortec collective presents bostich + fussible,['11544']
5247,north highlands,['16061']
5248,north of america,"['5840', '5839']"
5249,northern state,"['10522', '5841']"
5250,nosaj thing,"['20559', '17557', '13251']"
5251,notekillers,"['22154', '15087']"
5252,nothing,"['21676', '19071']"
5253,nots,"['22337', '19966']"
5254,nottz,['22171']
5255,nouvelle vague,"['9200', '5913']"
5256,noveller,"['20191', '18746', '15620']"
5257,novembers doom,['19586']
5258,novi split,['10093']
5259,now it's overhead,"['9434', '5853', '5852']"
5260,noxagt,"['9433', '5897']"
5261,noyes,['5854']
5262,nozinja,['20538']
5263,nq arbuckle,['13612']
5264,nude beach,"['19938', '16962']"
5265,nudge,"['13410', '5910']"
5266,nuel,['19095']
5267,number girl,['21400']
5268,numbers,"['10715', '5867', '5866', '5865']"
5269,nuojuva,['16549']
5270,nurse & soldier,['9838']
5271,nurse with wound,"['11936', '5872', '11790']"
5272,nurse with wound & current 93,['5868']
5273,nurses,"['13263', '10831']"
5274,nux vomica,['19163']
5275,nxworries,['22389']
5276,nylo,['18345']
5277,nymph,['14777']
5278,nymphomatriarch,['5878']
5279,nze,"['12065', '11509']"
5280,o f f love,['16232']
5281,o'death,"['15315', '12361', '9553']"
5282,o+s,['12861']
5283,o-type,['5927']
5284,o.lamm,['9854']
5285,oakley hall,"['10670', '9085', '6099', '6098']"
5286,oasis,"['22318', '19771', '19258', '14392', '12311', '9683', '8982', '5931', '5930']"
5287,oathbreaker,['22373']
5288,oberhofer,['16481']
5289,obey city,['19082']
5290,obi best,['12806']
5291,obie trice,['8242']
5292,obits,"['15257', '12829']"
5293,objekt,['19840']
5294,obliterations,['19928']
5295,oblivians,['18095']
5296,obn iiis,['19375']
5297,obnox,"['20402', '20168', '19104']"
5298,obsequiae,['20547']
5299,occidental brothers dance band international,['13170']
5300,ocean,"['12648', '11214', '6120']"
5301,ocean colour scene,['5938']
5302,oceansize,['6122']
5303,ocelot,['5939']
5304,ocrilim,"['11253', '9686']"
5305,octet,['6097']
5306,octo octa,['18132']
5307,october falls,['17605']
5308,octoberman,['11010']
5309,odawas,"['12712', '9985', '6118']"
5310,odd future wolf gang kill them all,['16421']
5311,odd nosdam,"['21368', '12993', '10977', '6089', '6088']"
5312,oddcouple,['22574']
5313,oddisee,"['20397', '16782']"
5314,odonis odonis,['22012']
5315,oe,['5948']
5316,of montreal,"['22150', '20314', '18606', '17252', '16250', '15360', '14640', '12600', '12328', '10849', '10189', '9796', '11872', '5955', '5954', '5949', '5953', '5952', '5951', '5950']"
5317,off!,"['19151', '16603', '14919']"
5318,offenders,['19138']
5319,office,['10706']
5320,officer!,['19372']
5321,og maco,['20317']
5322,ogurusu norihide,['5833']
5323,oh no,"['13745', '10456', '9718', '6100']"
5324,oh no ono,['13792']
5325,oh no! oh my!,"['10660', '9070']"
5326,oj da juiceman,['12755']
5327,ok go,"['5958', '5956', '5957']"
5328,okay,"['11558', '11797']"
5329,okkervil river,"['22288', '18457', '15410', '14120', '12176', '10509', '9473', '5964', '5963', '5962', '5961', '5960']"
5330,okkyung lee,"['22465', '18728', '18240', '12106']"
5331,ol' dirty bastard,"['6105', '6104']"
5332,ola podrida,"['17957', '13682', '10152']"
5333,old 97's,"['19548', '9199', '5967', '5966', '5965']"
5334,old man gloom,"['19744', '16748']"
5335,old time relijun,"['10746', '5973', '5972', '5969', '5968', '5971', '5970']"
5336,old wainds,['19189']
5337,olga bell,"['21922', '21089', '19166']"
5338,oliver coates,['22638']
5339,olivia block,['803']
5340,olivia wyatt,['15636']
5341,om,"['16868', '13465', '10696', '9095', '6115']"
5342,omar khorshid,['14171']
5343,omar rodriguez-lpez,"['15424', '13763', '6925', '6924']"
5344,omar rodriguez-lpez & damo suzuki,['9967']
5345,omar s,"['17987', '15821', '12824']"
5346,omar souleyman,"['20830', '18665', '14390', '13114']"
5347,ombre,['16965']
5348,omfo,['6111']
5349,omid,['6091']
5350,on fillmore,"['13694', '6103']"
5351,on the speakers,['6096']
5352,on!air!library!,['6092']
5353,one little plane,['16613']
5354,oneida,"['22531', '17304', '15490', '13215', '12031', '9152', '6001', '6000', '5999', '5997', '5996', '5998']"
5355,onelinedrawing,['6095']
5356,oneman,['17013']
5357,oneohtrix point never,"['21108', '20419', '18537', '17504', '17106', '16789', '16031', '14326', '13896']"
5358,onra,"['20580', '16822', '16051', '14305']"
5359,ooioo,"['19541', '13750', '9773', '6014', '6011', '6013']"
5360,ooooo,"['18217', '16462', '14674']"
5361,oozing wound,"['22436', '19872', '18644']"
5362,open mike eagle,['19477']
5363,open mike eagle & paul white,['21617']
5364,operators,"['21851', '19708']"
5365,opeth,"['22466', '19520', '16524', '15866', '14661', '11575', '11082', '9717']"
5366,opossom,['17065']
5367,opsvik & jennings,['10328']
5368,optimo,"['19016', '14411', '10138', '6107', '6106']"
5369,orange alabaster mushroom,['6016']
5370,orange can,['6018']
5371,orange juice,"['14878', '6119']"
5372,oranger,"['6023', '6022']"
5373,oranssi pazuzu,['21610']
5374,orbital,"['16458', '6033', '6032']"
5375,orcas,"['19171', '16293']"
5376,orchestra baobab,['11595']
5377,orchestral manoeuvres in the dark,"['17843', '14856', '11363', '11793']"
5378,orchestre poly-rythmo de cotonou,"['15232', '12635']"
5379,oren ambarchi,"['22608', '20278', '19349', '17339', '16977', '16320', '152', '150', '151']"
5380,oren ambarchi | keiji haino | jim o'rourke,"['17974', '16417', '14559']"
5381,orenda fink,"['13702', '3348']"
5382,organum,['6094']
5383,original brothers and sisters of love,['6038']
5384,original instrument,['6039']
5385,original silence,"['12199', '10145']"
5386,orion rigel dommisse,['11424']
5387,ornette coleman,"['1545', '1544']"
5388,orthrelm,['6113']
5389,ortolan,['13958']
5390,os mutantes,"['13391', '10905']"
5391,osborne,['11990']
5392,oscar,['21865']
5393,osso,['13548']
5394,other lives,['15545']
5395,otis redding,"['22569', '12531', '11376']"
5396,otomo yoshihide,"['5585', '8861']"
5397,otomo yoshihide's new jazz ensemble,['8860']
5398,otto von schirach,"['8493', '8492', '8494']"
5399,ought,"['20913', '19248']"
5400,oumou sangar,['13330']
5401,oupa,['15765']
5402,our brother the native,"['13221', '9222']"
5403,out hud,"['6060', '1765', '6059']"
5404,outer minds,['17268']
5405,outkast,"['9331', '11796']"
5406,outputmessage,['9543']
5407,outrageous cherry,"['6063', '6062']"
5408,ova looven,['6084']
5409,oval,"['22442', '17860', '16138', '14592', '14368', '6523', '6066']"
5410,ovo,['6123']
5411,ovuca,['6068']
5412,owen,"['22178', '6072']"
5413,owen pallett,"['19395', '14723', '13830']"
5414,owls,"['19135', '6073']"
5415,oxbow,"['10329', '6075']"
5416,oxes,"['6077', '6076', '691']"
5417,oxford collapse,"['12063', '9515', '6116']"
5418,oysterhead,['6080']
5419,p.g. six,"['9892', '7755']"
5420,p.o.s.,"['17214', '12636', '6594']"
5421,p.s. eliot,['22284']
5422,p:ano,['6574']
5423,paavoharju,"['18682', '11555', '6583']"
5424,pacific uv,['11205']
5425,paco,['6535']
5426,page france,"['10193', '3352']"
5427,pagoda,['10003']
5428,paik,"['9014', '6544']"
5429,painted palms,"['18848', '15601']"
5430,pajama party in a haunted hive,['6125']
5431,pajo,"['9357', '6575', '3571']"
5432,pale blue,['20297']
5433,pale horse and rider,['6126']
5434,pale sketcher,['14588']
5435,pale young gentlemen,"['12676', '10876']"
5436,palehound,['20869']
5437,pallbearer,"['22326', '19570', '16345']"
5438,pallers,['15920']
5439,palma violets,"['20423', '17731']"
5440,palmbomen ii,['20323']
5441,palmistry,['22010']
5442,palms,"['18260', '12347']"
5443,palomar,"['10004', '6128']"
5444,pan american,"['17945', '12750', '6133', '6129', '11798']"
5445,pan sonic,"['19158', '6139', '6138']"
5446,panda bear,"['20991', '20079', '15299', '10025', '6141']"
5447,pandr eyez,['15979']
5448,pangaea,"['18893', '17395']"
5449,panic! at the disco,['6586']
5450,panopticon,"['22205', '21200']"
5451,pansy division,['6149']
5452,pantera,['22559']
5453,pantha du prince,"['21926', '15333', '13947', '10273']"
5454,pantha du prince & the bell laboratory,['17511']
5455,panther,"['13588', '11197', '9932']"
5456,panthers,"['10168', '6152', '6150', '6151']"
5457,pants yell!,"['13605', '11364']"
5458,papa m,"['22630', '6162', '11800', '11799', '6155', '6154', '6153']"
5459,paper airplanes,['9998']
5460,paper days,['21425']
5461,paper route gangstaz,['12545']
5462,papercuts,"['19316', '15155', '12906', '9899']"
5463,paradise island,['6163']
5464,paranoid london,['21288']
5465,parenthetical girls,"['17631', '12131', '9187']"
5466,pariah,['14683']
5467,parkay quarts,"['20005', '18563']"
5468,parker paul,['6194']
5469,parliament,['6175']
5470,parlour,"['6178', '6177', '6176']"
5471,parquet courts,"['21597', '21301', '20238', '19403', '17405']"
5472,parsley sound,['6530']
5473,part chimp,"['13604', '10144', '6582']"
5474,parts & labor,"['15183', '12323', '10238', '6533', '6532', '6531']"
5475,party of one,['6529']
5476,party supplies,"['18727', '18501', '16425']"
5477,partynextdoor,"['22193', '19705', '18284']"
5478,pas chic chic,['12008']
5479,pas/cal,"['12040', '9734', '6189', '6188']"
5480,passage,['6546']
5481,passion pit,"['20454', '16844', '13169', '12379']"
5482,past lives,['13940']
5483,pat murano,['19288']
5484,pat thomas,['22372']
5485,patrick cassidy,['3427']
5486,patrick cleandenim,['10510']
5487,patrick cowley,"['22517', '21120', '18773']"
5488,patrick phelan,['6262']
5489,patrick vian,['18027']
5490,patrick watson,"['13027', '10917']"
5491,patrick wolf,"['17111', '16091', '15492', '13067', '9965', '8774', '8773']"
5492,patten,"['19035', '18792', '16008']"
5493,pattern is movement,"['11466', '11890', '6557']"
5494,patterson hood,"['17023', '13106', '3982']"
5495,patti smith,"['22341', '16693', '15762', '10137', '7277', '7276', '7275']"
5496,patti smith & kevin shields,['11995']
5497,patton oswalt,"['13524', '10494']"
5498,paul banks,"['17708', '17262', '16707']"
5499,paul brill,"['9765', '1133']"
5500,paul burch,['1021']
5501,paul de jong,['20346']
5502,paul duncan,"['10191', '2629']"
5503,paul haig,['11564']
5504,paul lansky,['4686']
5505,paul mccartney,"['21028', '18634', '16651', '15536', '13753', '10288']"
5506,paul schneider,"['9322', '7762']"
5507,paul simon,"['21978', '16843', '15326', '7855']"
5508,paul smith,['14807']
5509,paul wall,['8804']
5510,paul weller,"['16422', '14219', '11998', '8625']"
5511,paul westerberg,"['12029', '8634', '8633', '11864', '11863']"
5512,paul white,['15852']
5513,paul wirkus,"['13069', '9743']"
5514,paula frazer and tarnation,['10028']
5515,pauline oliveros,"['22158', '16664']"
5516,pavement,"['20747', '14002', '12499', '9591', '6200']"
5517,pavo pavo,['22633']
